ID,Lng,Lat
1,125.3398763000001,43.89209257027027
6,125.3406263000001,43.89236284054054
8,125.3395013000001,43.89263311081081
13,125.3413763000001,43.89263311081081
18,125.3402513000001,43.89290338108108
23,125.3421263000001,43.89290338108108
25,125.3391263000001,43.89317365135135
30,125.3410013000001,43.89317365135135
35,125.3428763000002,43.89317365135135
40,125.3398763000001,43.89344392162162
45,125.3417513000001,43.89344392162162
50,125.3436263000002,43.89344392162162
52,125.3443763000002,43.89344392162162
53,125.3387513000001,43.8937141918919
58,125.3406263000001,43.8937141918919
63,125.3425013000002,43.8937141918919
70,125.3451263000002,43.8937141918919
74,125.3395013000001,43.89398446216217
79,125.3413763000001,43.89398446216217
84,125.3432513000002,43.89398446216217
86,125.3440013000002,43.89398446216217
91,125.3458763000002,43.89398446216217
92,125.3383763000001,43.89425473243244
97,125.3402513000001,43.89425473243244
102,125.3421263000001,43.89425473243244
109,125.3447513000002,43.89425473243244
114,125.3466263000002,43.89425473243244
118,125.3391263000001,43.89452500270271
123,125.3410013000001,43.89452500270271
128,125.3428763000002,43.89452500270271
130,125.3436263000002,43.89452500270271
135,125.3455013000002,43.89452500270271
140,125.3473763000002,43.89452500270271
141,125.3380013000001,43.89479527297298
146,125.3398763000001,43.89479527297298
151,125.3417513000001,43.89479527297298
158,125.3443763000002,43.89479527297298
163,125.3462513000002,43.89479527297298
168,125.3481263000002,43.89479527297298
172,125.3387513000001,43.89506554324325
177,125.3406263000001,43.89506554324325
182,125.3425013000002,43.89506554324325
184,125.3432513000002,43.89506554324325
189,125.3451263000002,43.89506554324325
194,125.3470013000002,43.89506554324325
199,125.3488763000002,43.89506554324325
200,125.3376263000001,43.89533581351352
205,125.3395013000001,43.89533581351352
210,125.3413763000001,43.89533581351352
217,125.3440013000002,43.89533581351352
222,125.3458763000002,43.89533581351352
227,125.3477513000002,43.89533581351352
235,125.3383763000001,43.89560608378379
240,125.3402513000001,43.89560608378379
245,125.3421263000001,43.89560608378379
247,125.3428763000002,43.89560608378379
252,125.3447513000002,43.89560608378379
257,125.3466263000002,43.89560608378379
262,125.3485013000002,43.89560608378379
264,125.3492513000002,43.89560608378379
265,125.3372513000001,43.89587635405406
270,125.3391263000001,43.89587635405406
275,125.3410013000001,43.89587635405406
282,125.3436263000002,43.89587635405406
287,125.3455013000002,43.89587635405406
292,125.3473763000002,43.89587635405406
301,125.3380013000001,43.89614662432433
306,125.3398763000001,43.89614662432433
311,125.3417513000001,43.89614662432433
313,125.3425013000002,43.89614662432433
318,125.3443763000002,43.89614662432433
